738;07/01/1998 00:00;Wednesday;January;1998;7;4;1;Q1
739;08/01/1998 00:00;Thursday;January;1998;8;4;1;Q1
740;09/01/1998 00:00;Friday;January;1998;9;4;1;Q1
741;10/01/1998 00:00;Saturday;January;1998;10;4;1;Q1
742;11/01/1998 00:00;Sunday;January;1998;11;5;1;Q1
743;12/01/1998 00:00;Monday;January;1998;12;5;1;Q1
744;13/01/1998 00:00;Tuesday;January;1998;13;5;1;Q1
745;14/01/1998 00:00;Wednesday;January;1998;14;5;1;Q1
746;15/01/1998 00:00;Thursday;January;1998;15;5;1;Q1
747;16/01/1998 00:00;Friday;January;1998;16;5;1;Q1
748;17/01/1998 00:00;Saturday;January;1998;17;5;1;Q1
749;18/01/1998 00:00;Sunday;January;1998;18;6;1;Q1
750;19/01/1998 00:00;Monday;January;1998;19;6;1;Q1
751;20/01/1998 00:00;Tuesday;January;1998;20;6;1;Q1
752;21/01/1998 00:00;Wednesday;January;1998;21;6;1;Q1
753;22/01/1998 00:00;Thursday;January;1998;22;6;1;Q1
754;23/01/1998 00:00;Friday;January;1998;23;6;1;Q1
755;24/01/1998 00:00;Saturday;January;1998;24;6;1;Q1
756;25/01/1998 00:00;Sunday;January;1998;25;7;1;Q1
757;26/01/1998 00:00;Monday;January;1998;26;7;1;Q1
758;27/01/1998 00:00;Tuesday;January;1998;27;7;1;Q1
759;28/01/1998 00:00;Wednesday;January;1998;28;7;1;Q1
760;29/01/1998 00:00;Thursday;January;1998;29;7;1;Q1
761;30/01/1998 00:00;Friday;January;1998;30;7;1;Q1
762;31/01/1998 00:00;Saturday;January;1998;31;7;1;Q1
763;01/02/1998 00:00;Sunday;February;1998;1;8;2;Q1
764;02/02/1998 00:00;Monday;February;1998;2;8;2;Q1
765;03/02/1998 00:00;Tuesday;February;1998;3;8;2;Q1
766;04/02/1998 00:00;Wednesday;February;1998;4;8;2;Q1
767;05/02/1998 00:00;Thursday;February;1998;5;8;2;Q1
768;06/02/1998 00:00;Friday;February;1998;6;8;2;Q1
769;07/02/1998 00:00;Saturday;February;1998;7;8;2;Q1
770;08/02/1998 00:00;Sunday;February;1998;8;9;2;Q1
771;09/02/1998 00:00;Monday;February;1998;9;9;2;Q1
772;10/02/1998 00:00;Tuesday;February;1998;10;9;2;Q1
773;11/02/1998 00:00;Wednesday;February;1998;11;9;2;Q1
774;12/02/1998 00:00;Thursday;February;1998;12;9;2;Q1
775;13/02/1998 00:00;Friday;February;1998;13;9;2;Q1
776;14/02/1998 00:00;Saturday;February;1998;14;9;2;Q1
777;15/02/1998 00:00;Sunday;February;1998;15;10;2;Q1
778;16/02/1998 00:00;Monday;February;1998;16;10;2;Q1
779;17/02/1998 00:00;Tuesday;February;1998;17;10;2;Q1
780;18/02/1998 00:00;Wednesday;February;1998;18;10;2;Q1
781;19/02/1998 00:00;Thursday;February;1998;19;10;2;Q1
782;20/02/1998 00:00;Friday;February;1998;20;10;2;Q1
783;21/02/1998 00:00;Saturday;February;1998;21;10;2;Q1
784;22/02/1998 00:00;Sunday;February;1998;22;11;2;Q1
785;23/02/1998 00:00;Monday;February;1998;23;11;2;Q1
786;24/02/1998 00:00;Tuesday;February;1998;24;11;2;Q1
787;25/02/1998 00:00;Wednesday;February;1998;25;11;2;Q1
788;26/02/1998 00:00;Thursday;February;1998;26;11;2;Q1
789;27/02/1998 00:00;Friday;February;1998;27;11;2;Q1
790;28/02/1998 00:00;Saturday;February;1998;28;11;2;Q1
791;01/03/1998 00:00;Sunday;March;1998;1;12;3;Q1
792;02/03/1998 00:00;Monday;March;1998;2;12;3;Q1
793;03/03/1998 00:00;Tuesday;March;1998;3;12;3;Q1
794;04/03/1998 00:00;Wednesday;March;1998;4;12;3;Q1
795;05/03/1998 00:00;Thursday;March;1998;5;12;3;Q1
796;06/03/1998 00:00;Friday;March;1998;6;12;3;Q1
797;07/03/1998 00:00;Saturday;March;1998;7;12;3;Q1
798;08/03/1998 00:00;Sunday;March;1998;8;13;3;Q1
799;09/03/1998 00:00;Monday;March;1998;9;13;3;Q1
800;10/03/1998 00:00;Tuesday;March;1998;10;13;3;Q1
801;11/03/1998 00:00;Wednesday;March;1998;11;13;3;Q1
802;12/03/1998 00:00;Thursday;March;1998;12;13;3;Q1
803;13/03/1998 00:00;Friday;March;1998;13;13;3;Q1
804;14/03/1998 00:00;Saturday;March;1998;14;13;3;Q1
805;15/03/1998 00:00;Sunday;March;1998;15;14;3;Q1
806;16/03/1998 00:00;Monday;March;1998;16;14;3;Q1
807;17/03/1998 00:00;Tuesday;March;1998;17;14;3;Q1
808;18/03/1998 00:00;Wednesday;March;1998;18;14;3;Q1
809;19/03/1998 00:00;Thursday;March;1998;19;14;3;Q1
810;20/03/1998 00:00;Friday;March;1998;20;14;3;Q1
811;21/03/1998 00:00;Saturday;March;1998;21;14;3;Q1
812;22/03/1998 00:00;Sunday;March;1998;22;15;3;Q1
813;23/03/1998 00:00;Monday;March;1998;23;15;3;Q1
814;24/03/1998 00:00;Tuesday;March;1998;24;15;3;Q1
815;25/03/1998 00:00;Wednesday;March;1998;25;15;3;Q1
816;26/03/1998 00:00;Thursday;March;1998;26;15;3;Q1
817;27/03/1998 00:00;Friday;March;1998;27;15;3;Q1
818;28/03/1998 00:00;Saturday;March;1998;28;15;3;Q1
819;29/03/1998 00:00;Sunday;March;1998;29;16;3;Q1
820;30/03/1998 00:00;Monday;March;1998;30;16;3;Q1
821;31/03/1998 00:00;Tuesday;March;1998;31;16;3;Q1
822;01/04/1998 00:00;Wednesday;April;1998;1;16;4;Q2
823;02/04/1998 00:00;Thursday;April;1998;2;16;4;Q2
824;03/04/1998 00:00;Friday;April;1998;3;16;4;Q2
825;04/04/1998 00:00;Saturday;April;1998;4;16;4;Q2
826;05/04/1998 00:00;Sunday;April;1998;5;17;4;Q2
827;06/04/1998 00:00;Monday;April;1998;6;17;4;Q2
828;07/04/1998 00:00;Tuesday;April;1998;7;17;4;Q2
829;08/04/1998 00:00;Wednesday;April;1998;8;17;4;Q2
830;09/04/1998 00:00;Thursday;April;1998;9;17;4;Q2
831;10/04/1998 00:00;Friday;April;1998;10;17;4;Q2
